timestamp,open,high,low,close,volume
1285200000000,0.0622,0.063,0.0615,0.06231,970.0869236
1285286400000,0.06231,0.0624,0.06209,0.0622,42.65689999999999
1285372800000,0.0622,0.0624,0.0617,0.06202,133.048
1285459200000,0.06202,0.06228,0.06186,0.0622,748.2064
1285545600000,0.0622,0.06228,0.0619,0.06221,668.5225
1285632000000,0.06221,0.06271,0.0617,0.0619,439.05570000000006
1285718400000,0.0619,0.062,0.0615,0.06191,1450.8039999999999
1285804800000,0.06191,0.06191,0.06155,0.0619,488.15199039999993
1285891200000,0.0619,0.062,0.06189,0.06197,106.4589
1285977600000,0.06197,0.06197,0.06125,0.0614,802.5265
1286064000000,0.0614,0.0614,0.061,0.06111,439.884
1286150400000,0.06111,0.062,0.06081,0.0613,2079.8860000000004
1286236800000,0.0613,0.06301,0.0609,0.0614,1699.182
1286323200000,0.0614,0.0635,0.0612,0.06281,2091.287
1286409600000,0.06281,0.067,0.0628,0.067,2812.7970000000005
1286496000000,0.067,0.088,0.01,0.08685,10784.229000000003
1286582400000,0.08685,0.12,0.068,0.0938,16104.884162000004
1286668800000,0.0938,0.1301,0.07999,0.0965,4889.343
1286755200000,0.0965,0.103,0.091,0.095,1395.2310000000002
1286841600000,0.095,0.099,0.082,0.0949,2396.814992999999
1286928000000,0.0949,0.105,0.092,0.105,4558.52
1287014400000,0.105,0.105,0.065,0.102,3701.65604
1287100800000,0.102,0.119,0.092,0.105,2554.9090000000006
1287187200000,0.105,0.105,0.1,0.101,633.6298
1287273600000,0.101,0.1045,0.1,0.102,1857.8009000000002
1287360000000,0.102,0.103,0.097,0.1024,2591.6339999999996
1287446400000,0.1024,0.1024,0.097,0.097,623.339
1287532800000,0.097,0.103,0.094,0.099,3221.0870000000004
1287619200000,0.099,0.109,0.097,0.107,4616.853
1287705600000,0.107,0.109,0.1015,0.109,3665.4419999999996
1287792000000,0.109,0.109,0.1045,0.1055,481.52299999999997
1287878400000,0.1055,0.19,0.1055,0.115,1560.6109999999996
1287964800000,0.115,0.19,0.09009,0.132,4449.994999999999
1288051200000,0.132,0.18,0.132,0.1503,2995.09
1288137600000,0.1503,0.19,0.1503,0.1877,11594.01
1288224000000,0.1877,0.191,0.1731,0.1731,4009.6698999999994
1288310400000,0.1731,0.19,0.173,0.19,5380.5
1288396800000,0.19,0.199,0.1875,0.1989,5112.028
1288483200000,0.1989,0.1989,0.171,0.1925,7829.468000000001
1288569600000,0.1925,0.1955,0.172,0.1955,4049.751
1288656000000,0.1955,0.1955,0.1905,0.1938,1121.348
1288742400000,0.1938,0.275,0.125,0.1931,11769.6148
1288828800000,0.1931,0.236,0.1931,0.23,6229.142
1288915200000,0.23,0.2639,0.2101,0.2639,8757.157
1289001600000,0.2639,0.5,0.2402,0.39,9396.960000000001
1289088000000,0.39,0.47,0.286,0.34,27937.739999999994
1289174400000,0.34,0.37,0.2261,0.243,38339.25399999999
1289260800000,0.243,0.323,0.199,0.223,12808.303
1289347200000,0.223,0.24,0.14,0.24,6110.129999999999
1289433600000,0.24,0.24,0.21,0.2231,1111.5600000000002
1289520000000,0.2231,0.29,0.223,0.2682,10494.460000000001
1289606400000,0.2682,0.3,0.2682,0.276,6351.581999999999
1289692800000,0.276,0.299,0.2702,0.279,4793.8
1289779200000,0.279,0.2828,0.2682,0.2682,2337.4919999999997
1289865600000,0.2682,0.275,0.223,0.2251,8609.674
1289952000000,0.2251,0.29,0.2116,0.24,8662.606000000002
1290038400000,0.24,0.283,0.2221,0.2678,10253.283000000001
1290124800000,0.2678,0.28,0.2678,0.28,583.44
